epoch,accuracy,loss,val_accuracy,val_loss
0,0.007208480499684811,6.092238426208496,0.009778357110917568,4.848752975463867
1,0.008056537248194218,6.013580322265625,0.009126466698944569,4.903434753417969
2,0.009328622370958328,5.984106540679932,0.009778357110917568,4.917854309082031
3,0.009187279269099236,5.9040632247924805,0.012385918758809566,4.895762920379639
4,0.011024734936654568,5.891181945800781,0.01303781010210514,4.84935188293457
5,0.009187279269099236,5.81801176071167,0.023468056693673134,4.807260990142822
6,0.011307420209050179,5.781163215637207,0.020208604633808136,4.764030933380127
7,0.014982332475483418,5.751354694366455,0.02998696267604828,4.708446979522705
8,0.015406360849738121,5.688256740570068,0.02803129144012928,4.654516696929932
9,0.01724381558597088,5.659342288970947,0.036505866795778275,4.628612995147705
10,0.016678445041179657,5.607997894287109,0.03846153989434242,4.5750412940979
11,0.016254417598247528,5.579166412353516,0.04367666319012642,4.523653507232666
12,0.016961131244897842,5.54440975189209,0.04563233256340027,4.494391441345215
13,0.018939929082989693,5.475980758666992,0.05736636370420456,4.449038505554199
14,0.020918728783726692,5.417566776275635,0.0645371600985527,4.416459083557129
15,0.023886926472187042,5.390663146972656,0.0671447217464447,4.3604559898376465
16,0.023604240268468857,5.36407470703125,0.07431551814079285,4.310725688934326
17,0.026855124160647392,5.286141872406006,0.08213820308446884,4.271202087402344
18,0.02473498322069645,5.251049041748047,0.08930899947881699,4.218623161315918
19,0.029399292543530464,5.2209367752075195,0.09322033822536469,4.180727958679199
20,0.025441696867346764,5.207483768463135,0.08930899947881699,4.164707183837891
21,0.031943462789058685,5.137726306915283,0.10039113461971283,4.1088056564331055
22,0.03010600619018078,5.123324871063232,0.11212516576051712,4.063084125518799
23,0.034628976136446,5.056744575500488,0.10560625791549683,4.002651691436768
24,0.036890458315610886,5.038603782653809,0.11473272740840912,3.9707581996917725
25,0.03618374466896057,5.002174377441406,0.12059973925352097,3.92791748046875
26,0.04268551245331764,4.966472148895264,0.13233377039432526,3.8973095417022705
27,0.03618374466896057,4.909595489501953,0.1395045667886734,3.8767662048339844
28,0.03915194422006607,4.880734920501709,0.1473272442817688,3.826261520385742
29,0.046784453094005585,4.852046012878418,0.15319426357746124,3.81044340133667
30,0.0455123670399189,4.804271697998047,0.16753585636615753,3.745013952255249
31,0.05159010738134384,4.75107479095459,0.16949152946472168,3.745311975479126
32,0.051307421177625656,4.732135772705078,0.17731420695781708,3.6898510456085205
33,0.05356890335679054,4.687921047210693,0.18644067645072937,3.653393507003784
34,0.05696113035082817,4.676461696624756,0.18578878045082092,3.61175537109375
35,0.05795053020119667,4.642168045043945,0.19687092304229736,3.6007728576660156
36,0.06515900790691376,4.607328414916992,0.19947849214076996,3.581171751022339
37,0.06544169783592224,4.584631443023682,0.18839634954929352,3.535428762435913
38,0.06346289813518524,4.535983085632324,0.20208604633808136,3.505324602127075
39,0.06897526234388351,4.47968053817749,0.21512386202812195,3.464019298553467
40,0.07745583355426788,4.456680774688721,0.2249022126197815,3.428056478500366
41,0.07660777121782303,4.434277057647705,0.22816166281700134,3.417107105255127
42,0.07575971633195877,4.389103412628174,0.2249022126197815,3.4026873111724854
43,0.08339222520589828,4.374920845031738,0.22946545481681824,3.3552701473236084
44,0.08438162505626678,4.350932598114014,0.23924380540847778,3.3389976024627686
45,0.08862190693616867,4.32042121887207,0.2353324592113495,3.303255081176758
46,0.08494699746370316,4.269643306732178,0.24380704760551453,3.290358543395996
47,0.09017667919397354,4.234487533569336,0.23989570140838623,3.297273635864258
48,0.09342756122350693,4.233043193817139,0.2522816061973572,3.238576650619507
49,0.09512367844581604,4.189911365509033,0.2633637487888336,3.210472822189331
50,0.09879858791828156,4.190052032470703,0.26010429859161377,3.194559097290039
51,0.10332155227661133,4.149827480316162,0.2672750949859619,3.1770951747894287
