epoch,accuracy,loss,val_accuracy,val_loss
0,0.010772502049803734,5.682233810424805,0.00651890505105257,5.930248260498047
1,0.017717931419610977,5.255852222442627,0.01499348133802414,6.1924872398376465
2,0.020552799105644226,5.045076847076416,0.011734028346836567,6.2284111976623535
3,0.031041814014315605,4.865501880645752,0.012385918758809566,5.71144437789917
4,0.03458540141582489,4.7146196365356445,0.012385918758809566,5.999394416809082
5,0.037703756242990494,4.608757495880127,0.02803129144012928,4.748883247375488
6,0.05046066641807556,4.512577533721924,0.04367666319012642,4.427217960357666
7,0.05201984569430351,4.404036998748779,0.050847455859184265,4.349842548370361
8,0.0571226067841053,4.312581539154053,0.06192959472537041,4.248042106628418
9,0.06378454715013504,4.255880355834961,0.0684484988451004,4.1827497482299805
10,0.07186392694711685,4.178272724151611,0.0788787454366684,4.156593322753906
11,0.07384833693504333,4.114597320556641,0.07301173359155655,4.1257643699646
12,0.08107724785804749,4.023174285888672,0.09452412277460098,4.033341407775879
13,0.09128277748823166,3.9806771278381348,0.08930899947881699,4.0237531661987305
14,0.09596031159162521,3.92875337600708,0.0775749683380127,4.112541675567627
15,0.10900070518255234,3.844531774520874,0.11277705430984497,3.855196237564087
16,0.11537916213274002,3.7902822494506836,0.11538461595773697,3.808995246887207
17,0.12969525158405304,3.729583978652954,0.12320730090141296,3.744400978088379
18,0.13649894297122955,3.658337354660034,0.1342894434928894,3.754336357116699
19,0.1381998509168625,3.617887020111084,0.1251629739999771,3.8749117851257324
20,0.1532246619462967,3.5574851036071777,0.11929595470428467,3.860133409500122
21,0.15974485874176025,3.5051450729370117,0.16232073307037354,3.600905179977417
22,0.1620127558708191,3.46456241607666,0.16101695597171783,3.560333728790283
23,0.17122608423233032,3.399135112762451,0.1603650599718094,3.594940185546875
24,0.179447203874588,3.367452383041382,0.16883963346481323,3.5726606845855713
25,0.1914953887462616,3.279924154281616,0.17666232585906982,3.38293194770813
26,0.2065201997756958,3.242480754852295,0.17601042985916138,3.5146396160125732
27,0.20326009392738342,3.2121706008911133,0.18318122625350952,3.4964101314544678
28,0.20949681103229523,3.156155824661255,0.1590612828731537,3.5903589725494385
29,0.21374911069869995,3.106224775314331,0.2053454965353012,3.2749860286712646
30,0.22437986731529236,3.0583391189575195,0.19230769574642181,3.374513626098633
31,0.23742027580738068,3.005007266998291,0.2027379423379898,3.3845813274383545
32,0.2411056011915207,2.984909772872925,0.18383312225341797,3.450439691543579
33,0.25329554080963135,2.937346935272217,0.2131681889295578,3.2527613639831543
34,0.25400424003601074,2.8967678546905518,0.19947849214076996,3.4035892486572266
35,0.266902893781662,2.860171318054199,0.1975228190422058,3.4351205825805664
36,0.27200567722320557,2.820399761199951,0.21642763912677765,3.338345766067505
37,0.2832033932209015,2.778014898300171,0.2222946584224701,3.2160797119140625
38,0.2919915020465851,2.7167820930480957,0.24576270580291748,3.130185604095459
39,0.309425950050354,2.665562152862549,0.22816166281700134,3.345064878463745
40,0.30347272753715515,2.6734933853149414,0.24967405200004578,3.084256887435913
41,0.31537917256355286,2.600722551345825,0.2522816061973572,3.0782253742218018
42,0.31665486097335815,2.5767009258270264,0.23859190940856934,3.2002639770507812
43,0.3251594603061676,2.547363519668579,0.24967405200004578,3.16642427444458
44,0.3296952545642853,2.5170512199401855,0.19295957684516907,3.4420149326324463
45,0.3289865255355835,2.496786594390869,0.24511082470417023,3.068798303604126
46,0.33749115467071533,2.471268892288208,0.25880053639411926,3.0438473224639893
47,0.3491140902042389,2.444383382797241,0.24771837890148163,2.9937522411346436
48,0.3596031069755554,2.3910958766937256,0.24967405200004578,3.134263277053833
49,0.36116230487823486,2.3718979358673096,0.2516297399997711,3.0272488594055176
50,0.36995038390159607,2.358454704284668,0.2529335021972656,3.039900541305542
51,0.38582566380500793,2.293891668319702,0.26531943678855896,2.948197364807129
52,0.3818568289279938,2.276158332824707,0.24837027490139008,3.1013896465301514
53,0.37632885575294495,2.276813507080078,0.26923078298568726,3.0001842975616455
54,0.391070157289505,2.2216124534606934,0.2790091335773468,2.9697086811065674
